Komentar,Kategori
Jangan sampe Winda main ini game😂,Non-bullying
Bg regi bi lek melihat boneka🤨,Non-bullying
09:08 itu ada uang kak regiii,Non-bullying
Di menit 44.50 nyambung jir🗿,Non-bullying
gameny kayaknya seru tpi sayang cut scene awal pakai ai,Non-bullying
Main hello neigbour bg🗿🗿🗿,Non-bullying
Kak regi coba subcribe diri sendiri di game kak regi,Non-bullying
"Cepet "" di ambil kar Regi ke buru tukang paketnya 😂",Non-bullying
"Klo di pikir pikir bang windah sebelum streaming itu barista, apa jgn jgn developer game nya bang windah wkwkwkwk",Non-bullying
Ini asli steamer life 2 yang buatan cheese cake?,Non-bullying
10:11 : Npcnya Ngebug pas ketabrak lagi🤣🤣🤣🤣,Non-bullying
wah upload nya malam ya miawaug,Non-bullying
Anjay baru tau udah ada yg ke dua game nya 😂😂,Non-bullying
kak regi kak regi ialah youtuber yang baik,Non-bullying
Hallo bang regi aku adalah fans mu tahun 2019 aku Suka banget ama video games bang regi 😎,Non-bullying
Kak reggie sering² bikin gimmick kayak gini dong tambah sound meme juga sering²😂❤,Non-bullying
"kenapa ya ilustrasinya harus pake ai, kaya gabisa bayar artist aja",Non-bullying
pakai camera apa bang hd bet,Non-bullying
"ka regii aku punya info nihh, kalo deket pohon yang depan rumah ada FGA, aku udh nonton di bang windah",Non-bullying
Siapa mau jadi youtuber contohi bang regi🎉🎉🎉,Non-bullying
Kak main game pikabuu smile dong,Non-bullying
Aku suka banget nonton kak regi karena seru banget 😻🎀,Non-bullying
Kerja dulu bg sampingan lumayan sekali kerja 33 dolar,Non-bullying
1:58  malah mirip kayak tobey maguire,Non-bullying
harus beli toiletnyaa kak regii,Non-bullying
Ya kalau penonton cuman 0 sih ya mau gimana lagi namanya juga streming reg namanya juga berusaha jadi streming yang terbaik reg 😊,Non-bullying
39:25 lagi enak enak streaming malah kena viruss😂,Non-bullying
Pakai aja si kak😅😅,Non-bullying
"akhirny main gem simulator, sekian lama nunggu in, dari banyk nya game horor, soalany penakut jdi jarang buka klo yg horor"" tpi klo yg simulator gaad yg bakalan terlewat",Non-bullying
8.9. woylah lagi nonton sambil makan muncul begitu an🗿🗿,Non-bullying
Yang semangat ya bang/kak miawaug😊,Non-bullying
PLEASE GAME PERANG LAGI BANG REGI,Non-bullying
"Di game jadi pemula 
Di real life udh jadi raja 😅",Non-bullying
Gw nonton video ini dari gamenya eh dia juga nonton dari gamenya juga nonton dia lagi🗿,Non-bullying
bang kapan lanjut main toy storynya  bg regi,Non-bullying
"ini seru banget 😭😭 lucuu, maininn sampai selesai yaa kak regii, semangaat!",Non-bullying
Setelah sekian lama tidak main streamer life simulator sekarang ada yang keduanya dan bikin semangat saya nonton videonya 😁👏🏻,Non-bullying
Suka bgt klo dah main gam simulator kak regi,Non-bullying
"Gw juga Banh, we lagi nyoba² live, mana gw live nya pake hp 3/32 jadi bisa kebayang gimana😂",Non-bullying
Di beli kamarmandinya karegi toilet nya jugak kak regi,Non-bullying
09:08 ketinggalan ambil uang di meja bar,Non-bullying
iniii diaa yang gua tunggu tunggu wkwkw🎉🎉,Non-bullying
"Nonton kak regi dari zaman limbo ampe sekarang gak pernah bosen, semangat kak regi i always support you",Non-bullying
bang lanjut game bang😅🎉,Non-bullying
Bang regi tau Paul Walker di film fast&forious yang memerankan Brian O'Conner?,Non-bullying
harusnya dikasi duit nanti di balikin lebih banyak,Non-bullying
"1000 orang tercepat, dapat emot batu 🗿",Non-bullying
mana nih tim greceppp,Non-bullying
Kita jual kesedihan 😂😂🗿,Non-bullying
kak regie neuron activation 🗿,Non-bullying
11:52 gem ini sebagus itu khhh sampai kak regi berkata wouuu,Non-bullying
Ka regi bisa bantu aku gak ajarin cara jadi youtuber aku pengen banget tapi gatau caranya?,Non-bullying
Musuh.     Havana.     Monton       Jyb116,Non-bullying
Bang REGI hampir ngomong kata-kata keramat,Non-bullying
7:23 : sus moment🤣🤨🤨🤨,Non-bullying
Ini salah satu video simulator miawaug faforitku,Non-bullying
44:23 lucu sih kalo kena copyright dari nonton video sendiri 😂,Non-bullying
"game"" yang seru yang ka regi mainin dulu capter kedua ke tiga nya masih ku tunggu 😂",Non-bullying
Yeayy game simulator 🎉😅,Non-bullying
9:38 keinget brain cok fasr n furios,Non-bullying
yang ditunggu tunggu simulator dari kak regiii gak sabar nunggu next nyaa 😮,Non-bullying
"Akhirnya game simulator baru, semangat terusss 🎉🎉",Non-bullying
Siapa yang ketipu miawaug bila sampai disi saja streming hari ini😂,Non-bullying
Duluu nonton kak regi waktu main survival raf sama temen temen seru banget bahkan sampe sekarang,Non-bullying
"Akhirnya menang besar juga di 𝐷𝙊𝑅А7𝟽, jangan cuma denger cerita sukses orang lain! 😭 😢",Non-bullying
7:26 singkat padat wow😂,Non-bullying
𝐷𝘖𝘙А𝟕7 tiap hari ada aja yang WD gede,Non-bullying
yee streamer life simulator lagi,Non-bullying
"Bang itu kalau ada 2 pilihan topik saat streaming, jangan asal pilih bang, itu kayak susun kalimat, jadi ada yang hasilnya hijau, ada yang hasilnya merah",Non-bullying
Terima kak kegi yang bitdogo nanti  dapat 1000$,Non-bullying
Halo kak AQ suka game ny menarik.lanjutkan.siap menunggu,Non-bullying
Asik vidio baru lagi 😍😍,Non-bullying
uwang di temukan tapi  bentuknya gulungan ih takutnye,Non-bullying
"iya , kliatan bgt artnya ai",Non-bullying
Sampe ngakak miawaug sama ngakak aku juga sampe batuk😂😂😂😂😂😷😷😷😷😷😷,Non-bullying
40:30 kanna seto njirr :),Non-bullying
Kak reggie  ada duit ketinggalan tu meja tempat orang pesan,Non-bullying
Nonton diri sendiri 😂😂😂 45:14,Non-bullying
Ngefans banget sama kk regi kalo aku ada masalah ke sini dn gak ada masalah tetap ke sini soal ya kk regi sangat menghibur semoga kedepannya kk regi mangkin sukses dn bisa menghibur kami semua hehe telat 4 hari,Non-bullying
Akhir nya streamer life simulator 2,Non-bullying
Miawaung subnautica dua sudah ada belum semoga di baca yah aku sudak like dan subcreb dan aku ikuti cenel miawaung dari dulu,Non-bullying
"Tidak terasa sudah 2 tahun berlalu untuk streamer simulator 1 
Begitu cepat waktu ini",Non-bullying
"kak Regi, saya menyarankan agar menambahkan bgm eksternal kak, soalnya sepi banget😅",Non-bullying
Ciri ciri rakyat Indonesia cemas,Non-bullying
Akhirnya kangen nih game  😁,Non-bullying
Nonton miawaug sebelum tidur emang the best🔥,Non-bullying
"Jarang komen, tpi sllu nnton vdo kk regi ❤",Non-bullying
"di streamer life pertama sih bak mandi beli, klosetnya juga",Non-bullying
1:44  Bisa jadi Sticker Nich😹,Non-bullying
"Lanjut kak regi  ,  aku suka vd ini ,  satisfaying",Non-bullying
I hope he comeback in next season  I know it's impossible but I still hope,Non-bullying
Kenapa g di sensor kak regi 😂,Non-bullying
Ka regi main laundry store simulator dong,Non-bullying
"𝐷𝙊𝑅𝐀𝟩𝟽, menang terus, gak boong",Non-bullying
bang kamu malihat apa 😅😂😂😂😂,Non-bullying
"GO GO GO, PENCET LIKE NYA GA SI BIAR JADI SERIES PANJANGG",Non-bullying
Lucu kalo kena copyright dari yutub sendiri 😂,Non-bullying
Nah gini dong main game simulator lagi kek dulu,Non-bullying
"Ini saran aku lak reggie: 
1.klau mau main game kamu perlu membeli ram",Non-bullying
"Jangan main game pesawat merah bang, nanti rungkad kyk bang windah wkwkw",Non-bullying
Lama lama jadi miawaug nonton miawaug yang lagi nonton miawaug,Non-bullying
HALO KAK REGIIIIIII 🔥🔥🔥🔥🔥,Non-bullying
"Suka banget deh liat miauawug main game simulator, serasa bener bener masuk ke dalam game nya 😊",Non-bullying
45:15 kok tiba tiba berhenti 🗿🗿,Non-bullying
HDR dan support truss miawaug semangat trus membuat konten miawaug,Non-bullying
Jangan di contoh ya guss😂😂,Non-bullying
"Guys kalo ketemu channel yang promosi judol lagi langsung report, gk usah pake di komen pokok e langsung report.. ayo semuanya kita bantu pemerintah buat berantas judol dari negara ini, jangan sampai judol merusak generasi anak muda bangsa Indonesia 🤝",Non-bullying
Gambarnya pas awal story kyk bikinan AI😅,Non-bullying
kak regi bila mahu main game toy simulator lagi,Non-bullying
"Smgt bg regi, mangattt 🤓💫🌹.",Non-bullying
yah ga jadi rilis di android😢😢😢,Non-bullying
Kalo mau pipis toilet nya liat di web zamazor nya bang 57:49,Non-bullying
kak regi mukanya awet muda banget ,Non-bullying
"Agak ngakak, maling pake sepeda bjir",Non-bullying
"Kak regiii, main game horor lagi dong

Punten ya kak regi🙏",Non-bullying
"Itu yg ngelike juga bot, yg komen juga bot, jd susah ngilanginnya ya solusiny dihapus ama kk regi atau direport aja",Non-bullying
Udah saya duga game simulatornya,Non-bullying
40:44 nonton diri sendiri wkwk,Non-bullying
39:00 wkwkw ga bisa berenti ketawa gw ketika pc nya tiba2 mati😂😂😂,Non-bullying
Streamer obs kah ini ceritanya wkwk,Non-bullying
Don ruis mawaug caman pibomen uploud YOU TEBEN biladak kerjan sama mawaug,Non-bullying
"Itu scam, klo gak bisa bangkrut mutarin uang pinjaman tsb. juga hindari judol di game nya alamat rugi kehilangan penasukan",Non-bullying
nonton bang regi dari SD kelas 5 sekarang udah lulus SMA,Non-bullying
44:35 kok mirip kak reggie😅,Non-bullying
Kkk mainin game horor kkk pliis kk lanjut mainin game horor kkk  soalnya gk ssbar mainin game horor kkk 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐💐,Non-bullying
"9:15 ""Oh, ku kira uang""
Iya Kak Regi ada uang di meja barista Kak Regi lewati 2 kali 😂",Non-bullying
Developer Internet cafe simulator ini,Non-bullying
10:20 sampe ke atap ga tuh😂,Non-bullying
Coba kak regi Livestream trus tonton diri sendiri lewat browser game ini,Non-bullying
Game yang gua tunggu tunggu akhirnya bang REGI mainin,Non-bullying
Hai bg subscribe baru nih 🥳,Non-bullying
"Kalo redem harus cepet"" di ambil keburu tukang paketnya😂",Non-bullying
"51:00 harus nya diterima aja kak regi ntar dapat 200 dolar sisa nya dikembaliin aja,kalu ditolak rugi kak regi.nah buat nyelesaiin masalah lagging di livestream mbps router nya di naikiin aja,buat game nanti aja soal nyo minimal ram harus 3gb",Non-bullying
Next content update nya pas ultah aku🗿,Non-bullying
kak regi level nya,Non-bullying
Awal awal malah Thief Simulator 😂,Non-bullying
Miawaug miawaug streamer enggak lah,Non-bullying
dev kurng duit terpaksa pake ai 😢,Non-bullying
Tumbenan promote channel sendiri 😂😂😂😂,Non-bullying
Semangat terus ngontennya kak reggie dan jaga makan minum dan kesihatannya kak reggie❤❤,Non-bullying
Tips buat jadi streamer dong kak regi,Non-bullying
"ka regii request mainin mouthwashing dongg, dijamin seru bgt deh",Non-bullying
itu njawabnya kuisbya harus bener bg,Non-bullying
Pantesan bang windah miskin di game itu ternyata duitnya kesebar😂,Non-bullying
Kan ka regi udah jadi strimer 😅😅😅,Non-bullying
akhirnya yang ditunggu tunggu🎉,Non-bullying
Kk regi coba streaming sambil main game folowers bakal nambah,Non-bullying
akhirnya game legendaris miawaug,Non-bullying
bang ada VGA di pohon besar dan dirumput,Non-bullying
Kalo game simulator yang nonton bukan cuma ribuan Mala jutaan tau aja nih penonton,Non-bullying
Kek nya developer game ini kek thief simulator,Non-bullying
Setelah 4 tahun akhirnya rilissss🎉🎉🎉,Non-bullying
Ke ingat dlu bang regi main sterimer life simulator yg vidio nya 4 tahun yg lalu 😢,Non-bullying
Absen 100 Orang Tercepat 😜,Non-bullying
2:01 mukanya kek bang David gadgetin,Non-bullying
berawal nonton 144p skrg udh 1080p,Non-bullying
video miawaug untuk peneman makan kalau stress bukak lah album baru baby metal ratatata😂😂😂,Non-bullying
Akhir'a kak Regi main simulator lagi 🥲,Non-bullying
hadehhh hama datang lagi,Non-bullying
Jangan lupa kak regi nanti ada Poppy playtime chapter 4,Non-bullying
Coba jangan full screen cameranya ka regi,Non-bullying
"Nostalgia sama nih game, Jaman jaman covid dulu rame banget yang pertama",Non-bullying
Kk REGI main bapake lagi dong,Non-bullying
seneng banget sih nonton kak regi maen simulator,Non-bullying
Main game di dalam game😂,Non-bullying
"Miawaug ngeri juga ya ,view-nya kok bisa stabil ya",Non-bullying
Bro ngonten konten stream nya sendiri😂,Non-bullying
"7:38 mana udah naked terus mulutnya mangap, kok otak ku stress😭",Non-bullying
INII DIAAA YANGG DII TUNGGUUU!!!,Non-bullying
"@@RotiSisirs yap emang scam sih itu, aku juga sering dapet kek gitu di discord",Non-bullying
Tq kak regi selalu menghibur,Non-bullying
Kak regi kalau boleh tau itu kita kalau gabung di youtube kak regi apa yang di dapat😅,Non-bullying
Bang regi ini streaming simulator ke 2 tapi game streaming ke 2 ini bagus banget❤❤❤,Non-bullying
Bang main cod lagi,Non-bullying
Jangan guna boneka besar itu bang sebab saya masih bocil😢😢,Non-bullying
Lanjut part 2 kk regi,Non-bullying
kak regi main scary teacher 3D lagi rindu bgtt 😢,Non-bullying
Bang aku gk skip Iklan yang hampir 30 menit,Non-bullying
TOY SHOP kaaa lanjutin lagi. Seruu😅,Non-bullying
Absen 500 tercepat 👇👇,Non-bullying
"kocak banget gamenya hhh,kasian bener npc yg jalan kaki",Non-bullying
"Amin, semoga tercapai ya, dan jangan  mudah menyerah karena momentum dunia youtube itu keras",Non-bullying
Bang main minicraft dong pliss😢😢😅,Non-bullying
"siapa yang kasihan sama streamer kecil pemula ini teman""🥺🥺😭",Non-bullying
Absen 1000 orang tercepat😅,Non-bullying
Wah akhirnya main game simulator lagi,Non-bullying
Kak regi pls main geme berandalan sekolah pls,Non-bullying
"lucu? dia cerita kehidupannya yg kelam, lu malah ngatain gitu blok​@@iedy11",Non-bullying
Kak gua akun baru tapi di hp ku 1 lagi gua dh ikutin kk 5 tahun,Non-bullying
Kak regi itu di bar kafenya ada uangnya di pojokan,Non-bullying
"Kak regi bit dogo yang mau ngasih 1k itu terima aja,bukan scam kok",Non-bullying
"Seru banget main di 𝘿𝙊𝘙𝐀7𝟽, selain hiburannya seru, jakpotnya gacir terus!	🤯 😳",Non-bullying
Tim gercep hadir ☝️,Non-bullying
Mainin lagi internet cafe bang,Non-bullying
Yeeaayy akhirnya kak regi main ini lagi,Non-bullying
Udah lama ga nonton lu lagi bang miawaug,Non-bullying
Bang Regi ganti channel game aja biar cpt kaya 😅,Non-bullying
Kak Regi udah ga main game dari akhir penkan studio,Non-bullying
Oke kk renggi ayo lanjut maen nya k,Non-bullying
kak awal videonya disensor dong masa ada cewe yang pahanya keliatan,Non-bullying
Kak regi jadi bocil gen alpha😭😭,Non-bullying
boneka nya buat pipis kali ko regi,Non-bullying
Komik awal nya pake AI,Non-bullying
2:44 wkw gambar ai😂😂,Non-bullying
Gg kak regi ni 🎉🎉,Non-bullying
Sound effect kak regi bikin ketawa😂,Non-bullying
"3 tahun, udah mau 4 tahun malah, yang pertama itu di mainin miawaug tahun 2021",Non-bullying
upload cepat part 2 nya kak regi,Non-bullying
Yang kangen sama Game: Internet Cafe Simolator. Siapa hayo!? Kapan ada lagi ya...🎉,Non-bullying
Suka sekali ko regi main streamer life simulator,Non-bullying
"Intronya tetep nggak berubah selama bertahun"" Dan bikin nostalgia banget lalu untuk bg Regi Terima kasih untuk kontennya selama ini semoga sehat selalu",Non-bullying
1 menit uang lalu cuyy,Non-bullying
coba game nya pake gambar buatan sendiri,Non-bullying
gua juga pengen ngehibur orangg😅,Non-bullying
Absen 10000 orang tercepat 🗣️🔥,Non-bullying
Mirip andriy shevchenko gak sih,Non-bullying
Seru ni game streamer,Non-bullying
"yamate kudesai *138VEGAS* ini sai,cuan banyak setiap hari",Non-bullying
TIM YG GK PERNAH NGASIH UANG KE PENGEMIS JALANAN🤚,Non-bullying
Coba bahasa ingglis nya aku berencana menanam tanaman,Non-bullying
"gua kira,gw doang yang ngeh hahaha",Non-bullying
Lupa liat miawaug kemarin 😭,Non-bullying
Tpi yg dlu internet kave simulator,Non-bullying
44:27 miawaug main game yg dan sedang nonton miawaug main game 😂😂😂😂,Non-bullying
AYYO UPLOUD LAGI KAK REGIIIII,Non-bullying
warnet part 2 kah 😨,Non-bullying
"Nagih bgt ini 𝐷OЯА𝟽𝟩, gacir parah sumpah!",Non-bullying
Kak regi coba main game story lagi assassin creed kak regi,Non-bullying
main pc di dalem pc😂,Non-bullying
"akhirnya ada yang ke 2, semangat bg regi",Non-bullying
Gapernah numpang wc di pom bensin regi mah.. Jd ga kepikiran pom bensin wkwk,Non-bullying
so tau kaya dukun,Non-bullying
Bukan nya 4 tahun yang lalu ya kak regi,Non-bullying
kak regi ada uang terlewat,Non-bullying
Gambar di game ini pakai ai kah? Because it doesn't make sense..,Non-bullying
Yeaay akhirnya game streamer life simulator 2 yang baru rilis hari ini. Dan durasinya 1 jam an lebih. Mantaplah bro Reggie  yes yes 👍,Non-bullying
hallou bang reggiie thanks ya udah temenin saya dari baru masuk skolah aku suka banget nonton bang reggie karna jarang bicara kasar...bang reggie pokoknya jangan berhenti bikin video yh soalnya cuma bang Reggie yg bisa menemani ku POKOKNYA SEMANGAT BANG REGGIE AKU SUPPORT BANG REGGIE,Non-bullying
